"","Code","Sequences","G.C..","CV_N","CV_NN","CV_NNN","Length","Random.Walk","G.A","G.C","G.T","Median","Max","Min","AM","Sp.Median","Sp.Max","Sp.Min","Sp.AM","X.G.C...G.C.","CG.O.E","CG.GC","CG..TG.CA.","TG.CA.O.E","CpG.methylation"
"29","r29","(NT_002836.4  20536702-20538471)",0.614124293785311,0.232683326028371,0.394065493326,15.1920003620326,1770,42.0713679359253,291.218131303667,56.5862174031804,285.674640106538,285.674640106538,291.218131303667,56.5862174031804,211.159662937795,6.79023892309898,6.92200291055886,1.34500540817597,5.0190824139446,-0.0358785648574057,0.82196656407197,0.752747252747253,1.44210526315789,0.904007956775356,"Resistiant CGI"
"30","r30","(NT_002836.4 20590829-20592722)",0.633579725448786,0.276290082754345,0.466985715407898,19.3317056606498,1894,43.5201102939779,369.415754942856,94.339811320566,358.424329531353,358.424329531353,369.415754942856,94.339811320566,274.059965264925,8.23583228788256,8.48839197436441,2.16772914138548,6.29731780121082,0.0666666666666667,0.845535714285714,0.8,1.61616161616162,0.896300191204589,"Resistiant CGI"
"31","r31","(NT_002836.4 21021661-21023784)",0.689265536723164,0.380568110470421,0.595048223378186,26.9346539969887,2124,46.0868744872117,571.321275640948,59.0592922409336,568.767087655395,568.767087655395,571.321275640948,59.0592922409336,399.715885179092,12.3411946239318,12.396615782645,1.28147749002423,8.67309596553368,0.0191256830601093,0.999290552398306,0.91304347826087,2.52,0.877961673914122,"Resistiant CGI"
"32","r32","(NT_002836.4 21323771-21325344)",0.626429479034307,0.256912965982296,0.415744180181389,13.6506352874143,1574,39.6736688497547,282.336678453225,50.5964425626941,285.043856274785,282.336678453225,285.043856274785,50.5964425626941,205.992325763568,7.1164751493602,7.18471128430933,1.27531544295296,5.1921672922075,0.0486815415821501,0.623178663191366,0.653061224489796,0.897196261682243,1.16350949913644,"Resistiant CGI"
"33","r33","(NT_002836.4 21562903-21564940)",0.61432777232581,0.236168160184668,0.391699360160561,18.0475716856867,2038,45.1442133611828,333.208643345277,85.1586754241751,336.71946780666,333.208643345277,336.71946780666,85.1586754241751,251.695595525371,7.38098237927844,7.45875147081834,1.88636968248512,5.57536784419397,-0.0670926517571885,0.882879788368468,0.862244897959184,1.50892857142857,0.928912112776937,"Resistiant CGI"
"34","r34","(NT_002836.4 21617860-21620045)",0.710887465690759,0.495949563888176,0.778740154268062,35.8353439358408,2186,46.7546789102438,657.270111902253,403.29145788127,762.052491630334,657.270111902253,762.052491630334,403.29145788127,607.538020471285,14.057846770032,16.2989567973136,8.6256919581349,12.9941651751602,0.217503217503217,0.794331395348837,0.85655737704918,2.15463917525773,0.934344458055362,"Resistiant CGI"
"35","r35","(NT_002836.4 21835266-21836717)",0.543388429752066,0.0886478948193063,0.238920881210287,8.82152684842596,1452,38.1051177665153,89.1403387922662,18.6010752377383,90.9725233243533,89.1403387922662,90.9725233243533,18.6010752377383,66.2379791181193,2.33932720897133,2.38740958318977,0.488151627078394,1.7382961397465,0.0139416983523447,0.690539845758355,0.637931034482759,0.845714285714286,0.971809493213396,"Resistiant CGI"
"36","r36","(NT_002836.4 23008324-23010418)",0.547494033412888,0.153858557537886,0.277118498718016,13.9066976753784,2095,45.7711699653832,213.459598050779,179.301422191794,161.817798773806,179.301422191794,213.459598050779,161.817798773806,184.859606338793,3.91734409077592,4.66362555757736,3.53536514133654,4.03877826322994,-0.049694856146469,0.759867719223384,0.708333333333333,0.922480620155039,0.985391679109171,"Resistiant CGI"
"37","r37","(NT_002836.4 23018419-23020042)",0.521551724137931,0.0483599850149553,0.223175616222298,10.1799722955173,1624,40.2988833592198,51.8844870842914,25.1793566240283,53.3104117410474,51.8844870842914,53.3104117410474,25.1793566240283,43.458085149789,1.28749192928744,1.3228756555323,0.624815243628027,1.07839427614925,0.0295159386068477,0.67063996964218,0.592,0.669683257918552,1.09082067460535,"Resistiant CGI"
"38","r38","(NT_002836.4 23083543-23085110)",0.612244897959184,0.2247577829937,0.382104582610225,13.0718791088925,1568,39.5979797464467,249.002008024032,12.1655250605964,249.098374141623,249.002008024032,249.098374141623,12.1655250605964,170.088635742084,6.28825030010214,6.29068391207448,0.30722590239438,4.295386704857,-0.0125,0.796374433505235,0.70059880239521,1.18781725888325,1.05848650574996,"Resistiant CGI"
"39","r39","(NT_002836.4 23104500-23106945)",0.649632052330335,0.308696180540523,0.494260279541714,25.6319350371758,2446,49.457052075513,520.532419739635,130.973279717658,531.059318720611,520.532419739635,531.059318720611,130.973279717658,394.188339392635,10.5249382624922,10.7377875638396,2.64822253290963,7.97031611974715,-0.0774071743234739,0.721191238158381,0.745967741935484,1.28472222222222,1.03882651864938,"Resistiant CGI"
"40","r40","(NT_002836.4 23268373-23270063)",0.593140153755174,0.223573130810494,0.365998215109192,13.7097332982584,1691,41.1217703899042,260.486084081281,147.827602294024,230.705439901187,230.705439901187,260.486084081281,147.827602294024,213.006375425497,5.61029930651593,6.33450558211455,3.59487446411881,5.17989311758309,0.0528414755732802,0.876515151515151,0.849673202614379,1.3265306122449,0.95052037775783,"Resistiant CGI"
